监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2019-10-03 17:00,13.8,8.56,9.41,469.4,39.5
2019-10-03 18:00,13.8,8.56,9.41,470.0,21.6
2019-10-03 19:00,13.8,8.56,9.39,469.8,27.1
2019-10-03 20:00,13.8,8.55,9.39,470.3,26.5
2019-10-03 21:00,13.7,8.55,9.38,471.2,27.4
2019-10-03 22:00,13.7,8.54,9.35,471.4,29.6
2019-10-03 23:00,13.7,8.53,9.30,472.3,39.8
2019-10-04 00:00,13.6,8.55,9.64,471.9,35.3
2019-10-04 01:00,13.5,8.55,9.80,471.4,28.7
2019-10-04 02:00,13.4,8.55,9.85,470.6,37.2
2019-10-04 03:00,13.4,8.55,9.86,470.5,31.1
2019-10-04 04:00,13.3,8.55,9.86,470.3,26.3
2019-10-04 05:00,13.3,8.55,9.86,470.8,28.1
2019-10-04 06:00,13.2,8.54,9.83,471.6,32.5
2019-10-04 07:00,13.2,8.54,9.83,472.0,26.9
2019-10-04 08:00,13.2,8.54,9.80,471.5,39.5
2019-10-04 09:00,13.3,8.54,9.82,470.8,34.3
2019-10-04 10:00,13.3,8.54,9.83,470.5,34.1
2019-10-04 11:00,13.3,8.54,9.76,470.6,31.3
2019-10-04 12:00,13.3,8.54,9.66,470.4,30.3
2019-10-04 13:00,13.4,8.53,9.64,471.1,35.0
2019-10-04 14:00,13.4,8.54,9.63,470.4,37.8
2019-10-04 15:00,13.4,8.54,9.66,471.0,28.1
2019-10-04 16:00,13.4,8.54,9.49,471.0,24.7
2019-10-04 17:00,13.4,8.53,9.35,471.1,22.6
2019-10-04 18:00,13.4,8.53,9.34,471.4,52.2
2019-10-04 19:00,13.3,8.53,9.30,472.6,21.2
2019-10-04 20:00,13.3,8.53,9.30,474.2,23.4
2019-10-04 21:00,13.3,8.53,9.30,474.9,24.4
2019-10-04 22:00,13.3,8.53,9.52,475.2,24.5
2019-10-04 23:00,13.3,8.54,9.66,475.4,41.6
2019-10-05 00:00,13.2,8.53,9.67,475.5,26.6
2019-10-05 01:00,13.1,8.53,9.64,476.1,24.7
2019-10-05 02:00,13.1,8.53,9.62,477.0,27.3
2019-10-05 03:00,13.0,8.53,9.55,477.5,23.7
2019-10-05 04:00,12.9,8.52,9.28,477.6,24.6
2019-10-05 05:00,12.9,8.52,9.20,477.8,35.1
2019-10-05 06:00,12.9,8.51,9.15,477.7,27.9
2019-10-05 07:00,12.9,8.50,9.11,478.6,25.4
2019-10-05 08:00,12.9,8.50,9.05,480.1,68.4
2019-10-05 09:00,13.0,8.50,9.03,480.7,30.1
2019-10-05 10:00,13.0,8.50,9.07,480.6,38.1
2019-10-05 11:00,13.1,8.51,9.17,478.9,35.1
2019-10-05 12:00,13.2,8.52,9.86,475.9,33.3
2019-10-05 13:00,13.2,8.54,9.95,473.7,34.5
2019-10-05 14:00,13.2,8.54,9.86,471.7,32.2
2019-10-05 15:00,13.2,8.55,9.76,471.7,24.7
2019-10-05 16:00,13.3,8.55,9.74,470.4,27.8
2019-10-05 17:00,13.3,8.55,9.67,470.2,26.6
2019-10-05 18:00,13.3,8.55,9.60,469.5,37.2
2019-10-05 19:00,13.3,8.54,9.37,469.2,24.5
2019-10-05 20:00,13.2,8.54,9.29,469.5,24.7
2019-10-05 21:00,13.2,8.53,9.21,468.8,23.3
2019-10-05 22:00,13.2,8.53,9.16,469.3,24.6
2019-10-05 23:00,13.1,8.52,9.10,469.3,26.7
2019-10-06 00:00,13.1,8.53,9.33,469.4,30.1
2019-10-06 01:00,13.0,8.53,9.45,469.6,43.0
2019-10-06 02:00,13.0,8.53,9.48,471.3,28.1
2019-10-06 03:00,13.0,8.53,9.51,472.0,45.0
2019-10-06 04:00,13.0,8.54,9.54,472.6,50.2
2019-10-06 05:00,13.0,8.55,9.58,473.0,36.5
2019-10-06 06:00,13.0,8.55,9.58,472.8,29.9
2019-10-06 07:00,13.1,8.56,9.72,472.5,34.2
2019-10-06 08:00,13.1,8.56,9.87,472.7,40.2
2019-10-06 09:00,13.1,8.56,9.96,472.0,30.8
2019-10-06 10:00,13.1,8.56,10.00,470.9,40.9
2019-10-06 11:00,13.1,8.56,9.95,470.5,34.2
2019-10-06 12:00,13.1,8.56,9.81,470.0,33.6
2019-10-06 13:00,13.2,8.56,9.48,469.2,26.9
2019-10-06 14:00,13.2,8.56,9.37,468.6,33.2
2019-10-06 15:00,13.2,8.57,9.36,468.6,31.2
2019-10-06 16:00,13.3,8.56,9.35,469.3,50.8
2019-10-06 17:00,13.2,8.56,9.36,470.0,39.7
2019-10-06 18:00,13.2,8.56,9.32,470.7,48.8
2019-10-06 19:00,13.2,8.56,9.32,471.3,65.4
2019-10-06 20:00,13.1,8.56,9.30,470.6,62.9
2019-10-06 21:00,13.1,8.56,9.32,470.3,53.2
2019-10-06 22:00,13.0,8.55,9.24,470.1,51.1
2019-10-06 23:00,13.0,8.56,9.40,469.7,43.1
2019-10-07 00:00,13.0,8.56,9.55,470.3,79.1
2019-10-07 01:00,12.9,8.55,9.57,470.5,44.2
2019-10-07 02:00,12.8,8.55,9.58,471.2,41.4
2019-10-07 03:00,12.8,8.55,9.54,470.4,36.3
2019-10-07 04:00,12.8,8.54,9.27,470.2,39.4
2019-10-07 05:00,12.8,8.54,9.26,470.9,35.9
2019-10-07 06:00,12.7,8.54,9.25,472.0,29.0
2019-10-07 07:00,12.7,8.54,9.28,473.0,36.3
2019-10-07 08:00,12.7,8.54,9.75,474.8,52.7
2019-10-07 09:00,12.7,8.55,10.02,476.5,64.2
2019-10-07 10:00,12.7,8.54,10.04,477.0,90.1
2019-10-07 11:00,12.7,8.53,9.97,477.2,73.4
2019-10-07 12:00,12.8,8.52,9.72,475.2,63.5
2019-10-07 13:00,12.8,8.52,9.51,473.4,57.5
2019-10-07 14:00,12.9,8.52,9.40,472.4,39.6
2019-10-07 15:00,13.0,8.52,9.14,472.8,35.3
2019-10-07 16:00,13.0,8.51,9.01,471.4,41.4
2019-10-07 17:00,13.0,8.51,8.96,471.7,31.1
2019-10-07 18:00,13.0,8.51,8.94,471.3,44.2
2019-10-07 19:00,12.9,8.51,8.99,471.1,35.0
2019-10-07 20:00,12.9,8.51,9.07,471.0,59.0
2019-10-07 21:00,12.9,8.52,9.68,470.2,41.9
2019-10-07 22:00,12.9,8.51,9.78,471.6,46.3
2019-10-07 23:00,12.8,8.51,9.69,470.3,52.6
2019-10-08 00:00,12.8,8.51,9.57,469.4,67.9
2019-10-08 01:00,12.7,8.52,9.59,467.6,70.3
2019-10-08 02:00,12.6,8.52,9.58,467.7,55.3
2019-10-08 03:00,12.6,8.52,9.61,467.8,59.4
2019-10-08 04:00,12.6,8.53,9.61,468.5,54.7
2019-10-08 05:00,12.5,8.53,9.61,469.0,57.4
2019-10-08 06:00,12.5,8.53,9.60,470.1,46.0
2019-10-08 07:00,12.5,8.53,9.59,470.6,48.3
2019-10-08 08:00,12.5,8.52,9.58,470.5,59.6
2019-10-08 09:00,12.5,8.52,9.58,470.5,39.9
2019-10-08 10:00,12.5,8.52,9.58,469.9,32.7
2019-10-08 11:00,12.6,8.52,9.59,471.0,32.8
2019-10-08 12:00,12.6,8.52,9.36,470.7,30.2
2019-10-08 13:00,12.7,8.52,9.23,470.2,37.3
2019-10-08 14:00,12.7,8.52,9.23,469.8,31.4
2019-10-08 15:00,12.7,8.53,9.23,469.8,50.4
2019-10-08 16:00,12.7,8.52,9.17,469.8,24.7
2019-10-08 17:00,12.7,8.52,9.14,469.5,20.0
2019-10-08 18:00,12.7,8.52,9.12,469.9,23.3
2019-10-08 19:00,12.7,8.52,9.07,470.8,23.3
2019-10-08 20:00,12.7,8.52,9.01,470.7,35.6
2019-10-08 21:00,12.7,8.52,8.97,470.8,19.9
2019-10-08 22:00,12.6,8.52,8.98,469.7,20.0
2019-10-08 23:00,12.6,8.52,9.12,469.2,22.2
2019-10-09 00:00,12.6,8.53,9.62,469.2,24.0
2019-10-09 01:00,12.6,8.54,9.72,469.5,22.5
2019-10-09 02:00,12.6,8.54,9.72,470.2,23.4
2019-10-09 03:00,12.6,8.54,9.75,470.7,23.1
2019-10-09 04:00,12.6,8.54,9.74,470.9,22.7
2019-10-09 05:00,12.6,8.54,9.74,471.7,24.8
2019-10-09 06:00,12.6,8.54,9.72,473.5,26.0
2019-10-09 07:00,12.5,8.54,9.54,473.8,23.6
2019-10-09 08:00,12.5,8.54,9.50,473.9,31.9
2019-10-09 09:00,12.6,8.54,9.50,473.5,23.3
2019-10-09 10:00,12.6,8.54,9.50,472.8,27.0
2019-10-09 11:00,12.6,8.54,9.76,472.1,26.5
2019-10-09 12:00,12.6,8.54,9.84,472.2,39.8
2019-10-09 13:00,12.7,8.54,9.78,471.9,24.3
2019-10-09 14:00,12.7,8.54,9.57,471.4,24.7
2019-10-09 15:00,12.7,8.54,9.53,470.6,24.9
2019-10-09 16:00,12.7,8.54,9.55,471.3,23.5
2019-10-09 17:00,12.7,8.54,9.52,471.8,26.4
2019-10-09 18:00,12.7,8.53,9.24,471.6,22.3
2019-10-09 19:00,12.7,8.53,9.14,472.5,21.1
2019-10-09 20:00,12.7,8.53,9.04,472.5,20.3
2019-10-09 21:00,12.7,8.52,8.91,471.9,24.1
2019-10-09 22:00,12.7,8.52,8.84,472.5,19.5
2019-10-09 23:00,12.6,8.52,8.86,472.6,37.3
2019-10-10 00:00,12.6,8.52,8.91,471.5,18.9
2019-10-10 01:00,12.6,8.52,8.98,470.8,19.9
2019-10-10 02:00,12.6,8.52,9.04,470.6,22.4
2019-10-10 03:00,12.6,8.52,9.08,470.7,23.0
2019-10-10 04:00,12.5,8.52,9.11,470.9,20.6
2019-10-10 05:00,12.5,8.53,9.11,471.3,27.9
2019-10-10 06:00,12.5,8.53,9.12,471.0,20.7
2019-10-10 07:00,12.5,8.54,9.17,471.9,22.5
2019-10-10 08:00,12.5,8.54,9.18,472.4,21.4
2019-10-10 09:00,12.5,8.54,9.18,470.7,24.6
2019-10-10 10:00,12.5,8.53,9.16,469.5,21.5
2019-10-10 11:00,12.5,8.53,9.13,467.2,26.4
2019-10-10 12:00,12.6,8.53,9.07,466.1,23.7
2019-10-10 13:00,12.6,8.53,9.10,466.2,22.7
2019-10-10 14:00,12.7,8.53,9.07,466.4,21.0
2019-10-10 15:00,12.7,8.54,9.02,466.6,20.7
2019-10-10 16:00,12.8,8.54,8.95,466.9,21.1
2019-10-10 17:00,12.7,8.54,8.90,467.6,19.4
2019-10-10 18:00,12.7,8.54,8.88,468.2,18.1
2019-10-10 19:00,12.7,8.54,8.92,468.1,21.0
2019-10-10 20:00,12.7,8.54,9.48,467.9,22.0
2019-10-10 21:00,12.6,8.54,9.69,467.9,22.4
2019-10-10 22:00,12.6,8.54,9.75,467.7,21.6
2019-10-10 23:00,12.6,8.54,9.76,469.0,22.8
2019-10-11 00:00,12.6,8.55,9.84,468.1,21.5
2019-10-11 01:00,12.5,8.54,9.35,467.9,22.4
2019-10-11 02:00,12.5,8.53,9.17,468.1,19.5
2019-10-11 03:00,12.4,8.53,9.14,469.5,22.6
2019-10-11 04:00,12.4,8.53,9.14,469.2,20.9
2019-10-11 05:00,12.4,8.54,9.13,469.0,21.0
2019-10-11 06:00,12.4,8.54,9.14,469.2,22.0
2019-10-11 07:00,12.4,8.55,9.19,469.5,22.9
2019-10-11 08:00,12.4,8.54,9.15,469.3,23.7
2019-10-11 09:00,12.4,8.55,9.67,468.9,23.4
2019-10-11 10:00,12.4,8.55,9.87,467.8,25.5
2019-10-11 11:00,12.5,8.55,9.84,467.3,25.4
2019-10-11 12:00,12.5,8.55,9.83,466.9,23.0
2019-10-11 13:00,12.6,8.55,9.80,467.1,29.5
2019-10-11 14:00,12.6,8.56,9.73,467.8,195.2
2019-10-11 15:00,12.6,8.55,9.27,467.7,25.4
2019-10-11 16:00,12.6,8.54,9.00,467.9,34.7
2019-10-11 17:00,12.6,8.55,8.96,467.7,21.2
2019-10-11 18:00,12.6,8.54,8.96,468.4,18.9
2019-10-11 19:00,12.6,8.54,8.98,468.9,20.0
2019-10-11 20:00,12.6,8.54,9.03,469.3,39.7
2019-10-11 21:00,12.5,8.54,9.08,468.9,36.4
2019-10-11 22:00,12.5,8.54,9.13,469.2,29.1
2019-10-11 23:00,12.5,8.54,9.15,469.8,37.7
2019-10-12 00:00,12.5,8.54,9.20,470.0,46.5
2019-10-12 01:00,12.4,8.54,9.28,469.6,29.8
2019-10-12 02:00,12.4,8.55,9.69,469.3,31.0
2019-10-12 03:00,12.3,8.56,9.73,468.7,27.1
2019-10-12 04:00,12.3,8.56,9.45,468.3,28.6
2019-10-12 05:00,12.3,8.56,9.43,468.0,49.8
2019-10-12 06:00,12.3,8.57,9.43,467.9,24.8
2019-10-12 07:00,12.3,8.57,9.42,468.0,25.9
2019-10-12 08:00,12.3,8.57,9.46,468.1,33.9
2019-10-12 09:00,12.3,8.58,9.87,468.0,28.2
2019-10-12 10:00,12.4,8.58,9.90,467.7,27.2
2019-10-12 11:00,12.5,8.58,9.91,466.9,27.6
2019-10-12 12:00,12.6,8.58,9.98,466.1,26.2
2019-10-12 13:00,12.6,8.58,9.84,465.6,27.0
2019-10-12 14:00,12.7,8.58,9.83,466.3,30.1
2019-10-12 15:00,12.8,8.58,9.78,466.3,25.8
2019-10-12 16:00,12.8,8.59,9.65,466.1,30.2
2019-10-12 17:00,12.9,8.58,9.65,466.5,32.9
2019-10-12 18:00,12.9,8.58,9.66,467.0,28.8
2019-10-12 19:00,12.8,8.58,9.64,467.3,23.2
2019-10-12 20:00,12.8,8.57,9.51,467.2,21.5
2019-10-12 21:00,12.8,8.57,9.55,467.0,22.3
2019-10-12 22:00,12.7,8.57,9.76,466.6,25.2
2019-10-12 23:00,12.7,8.58,9.82,466.6,21.8
2019-10-13 00:00,12.6,8.58,9.84,466.8,24.9
2019-10-13 01:00,12.6,8.58,10.06,467.9,24.2
2019-10-13 02:00,12.5,8.58,10.08,468.8,31.7
2019-10-13 03:00,12.4,8.58,10.08,468.7,26.4
2019-10-13 04:00,12.4,8.58,10.05,468.3,33.0
2019-10-13 05:00,12.4,8.58,10.05,468.2,27.6
2019-10-13 06:00,12.4,8.58,10.03,468.3,22.7
2019-10-13 07:00,12.4,8.58,10.02,468.4,25.8
2019-10-13 08:00,12.4,8.58,10.01,468.8,24.5
2019-10-13 09:00,12.3,8.57,10.00,468.7,25.5
2019-10-13 10:00,12.3,8.57,9.93,468.9,28.2
2019-10-13 11:00,12.3,8.57,9.86,469.6,24.5
2019-10-13 12:00,12.3,8.56,9.73,469.0,35.7
2019-10-13 13:00,12.4,8.56,9.68,468.8,34.0
2019-10-13 14:00,12.4,8.56,9.66,469.1,29.2
2019-10-13 15:00,12.5,8.56,9.60,468.9,22.2
2019-10-13 16:00,12.5,8.56,9.56,468.4,23.5
2019-10-13 17:00,12.5,8.56,9.49,469.3,24.0
2019-10-13 18:00,12.5,8.55,9.67,470.0,22.3
2019-10-13 19:00,12.4,8.55,9.68,471.5,22.3
2019-10-13 20:00,12.4,8.55,9.67,472.4,27.1
2019-10-13 21:00,12.4,8.54,9.75,472.8,22.0
2019-10-13 22:00,12.4,8.55,9.79,472.5,21.9
2019-10-13 23:00,12.4,8.54,9.82,472.4,20.8
2019-10-14 00:00,12.4,8.54,9.78,471.9,34.8
2019-10-14 01:00,12.3,8.54,9.79,472.0,21.5
2019-10-14 02:00,12.3,8.54,9.82,471.9,28.3
2019-10-14 03:00,12.3,8.54,9.83,471.5,22.3
2019-10-14 04:00,12.2,8.55,9.81,471.3,39.4
2019-10-14 05:00,12.2,8.55,9.82,471.3,21.4
2019-10-14 06:00,12.1,8.56,9.84,471.9,24.4
2019-10-14 07:00,12.1,8.56,9.83,471.6,34.5
2019-10-14 08:00,12.1,8.56,9.85,471.3,28.3
2019-10-14 09:00,12.2,8.56,9.87,470.5,24.2
2019-10-14 10:00,12.2,8.57,9.90,470.2,23.2
2019-10-14 11:00,12.3,8.57,9.89,469.5,22.8
2019-10-14 12:00,12.4,8.57,9.90,469.1,50.6
2019-10-14 13:00,12.4,8.58,10.18,469.3,30.6
2019-10-14 14:00,12.5,8.58,10.29,469.3,33.1
2019-10-14 15:00,12.5,8.57,10.86,469.5,42.1
2019-10-14 16:00,12.6,8.57,10.70,472.9,46.6
2019-10-14 17:00,12.6,8.57,10.57,471.2,56.4
2019-10-14 18:00,12.5,8.57,10.34,471.5,48.3
2019-10-14 19:00,12.5,8.57,9.87,471.5,24.3
2019-10-14 20:00,12.4,8.56,9.66,470.0,55.5
2019-10-14 21:00,12.4,8.56,9.78,470.2,25.3
2019-10-14 22:00,12.3,8.56,9.86,470.2,53.2
2019-10-14 23:00,12.2,8.56,9.87,469.8,23.1
2019-10-15 00:00,12.2,8.56,9.92,470.2,29.0
2019-10-15 01:00,12.1,8.56,9.86,470.9,21.5
2019-10-15 02:00,12.0,8.56,9.87,471.5,27.1
2019-10-15 03:00,12.0,8.56,9.84,471.9,20.9
2019-10-15 04:00,12.0,8.57,9.88,472.3,23.4
2019-10-15 05:00,12.0,8.56,9.90,472.7,28.7
2019-10-15 06:00,12.0,8.57,9.90,472.8,66.7
2019-10-15 07:00,12.0,8.57,9.89,472.9,20.8
2019-10-15 08:00,12.0,8.58,9.94,473.2,22.9
2019-10-15 09:00,12.0,8.59,10.19,473.3,26.4
2019-10-15 10:00,12.0,8.58,10.18,473.6,22.0
2019-10-15 11:00,12.0,8.58,10.11,473.7,22.7
2019-10-15 12:00,12.0,8.58,10.09,473.5,46.7
2019-10-15 13:00,12.0,8.58,10.13,473.2,23.9
2019-10-15 14:00,12.0,8.57,10.09,473.1,23.7
2019-10-15 15:00,12.0,8.58,10.04,473.1,26.4
2019-10-15 16:00,12.0,8.58,9.96,472.8,31.3
2019-10-15 17:00,12.0,8.58,9.93,473.9,22.2
2019-10-15 18:00,12.0,8.58,9.85,474.2,24.6
2019-10-15 19:00,11.9,8.58,9.76,475.1,22.3
2019-10-15 20:00,11.9,8.57,9.78,476.9,44.3
2019-10-15 21:00,11.9,8.53,9.98,479.0,23.6
2019-10-15 22:00,11.8,8.57,10.14,480.0,25.5
2019-10-15 23:00,11.8,8.56,10.15,480.8,28.0
2019-10-16 00:00,11.8,8.57,10.16,481.8,32.7
2019-10-16 01:00,11.8,8.58,10.16,482.0,29.5
2019-10-16 02:00,11.8,8.56,9.54,480.3,30.3
2019-10-16 03:00,11.8,8.54,9.39,478.8,32.6
2019-10-16 04:00,11.8,8.58,9.95,478.1,34.5
2019-10-16 05:00,11.8,8.57,10.16,478.3,32.6
2019-10-16 06:00,11.7,8.57,10.17,478.5,39.0
2019-10-16 07:00,11.7,8.58,10.14,478.2,32.5
2019-10-16 08:00,11.7,8.57,10.10,477.0,44.7
2019-10-16 09:00,11.7,8.57,10.37,476.1,35.2
2019-10-16 10:00,11.7,8.57,10.34,474.0,38.1
2019-10-16 11:00,11.8,8.56,10.26,472.7,39.4
2019-10-16 12:00,11.9,8.57,10.23,471.9,43.1
2019-10-16 13:00,12.0,8.57,10.08,471.4,34.8
2019-10-16 14:00,12.0,8.58,10.05,470.8,34.3
2019-10-16 15:00,12.1,8.58,10.04,470.9,30.1
2019-10-16 16:00,12.1,8.58,10.03,471.1,37.2
2019-10-16 17:00,12.1,8.58,9.94,471.8,44.1
2019-10-16 18:00,12.1,8.57,9.93,473.2,38.2
2019-10-16 19:00,12.0,8.57,9.64,473.7,24.3
2019-10-16 20:00,12.0,8.57,9.60,474.0,121.9
2019-10-16 21:00,12.0,8.58,9.64,474.0,23.0
2019-10-16 22:00,12.0,8.57,9.66,473.8,21.7
2019-10-16 23:00,11.9,8.57,9.66,473.9,22.4
2019-10-17 00:00,11.9,8.58,9.67,474.4,25.6
2019-10-17 01:00,11.8,8.57,9.67,474.6,21.6
2019-10-17 02:00,11.7,8.58,9.96,474.4,23.9
2019-10-17 03:00,11.7,8.59,10.02,475.1,23.6
2019-10-17 04:00,11.6,8.57,9.88,475.8,27.3
2019-10-17 05:00,11.5,8.58,9.86,475.7,28.1
2019-10-17 06:00,11.5,8.58,9.86,475.4,25.1
2019-10-17 07:00,11.4,8.57,9.96,475.9,28.7
2019-10-17 08:00,11.4,8.57,10.25,476.4,82.1
2019-10-17 09:00,11.4,8.57,10.29,477.2,52.7
2019-10-17 10:00,11.5,8.57,10.28,478.9,34.5
2019-10-17 11:00,11.7,8.57,10.25,479.9,31.2
2019-10-17 12:00,11.8,8.57,9.72,479.5,36.9
2019-10-17 13:00,11.9,8.56,9.48,479.2,35.7
2019-10-17 14:00,12.0,8.57,9.43,478.5,27.5
2019-10-17 15:00,12.1,8.58,9.88,479.3,24.7
2019-10-17 16:00,12.1,8.58,10.10,481.4,29.7
2019-10-17 17:00,12.1,8.57,10.06,482.3,34.2
2019-10-17 18:00,12.1,8.57,10.11,482.3,31.7
2019-10-17 19:00,12.0,8.57,10.06,482.5,34.6
2019-10-17 20:00,12.0,8.55,9.97,485.5,115.3
2019-10-17 21:00,11.9,8.53,10.07,484.3,100.4
2019-10-17 22:00,11.9,8.55,10.16,481.1,60.1
2019-10-17 23:00,11.9,8.57,10.18,479.2,47.9
2019-10-18 00:00,11.8,8.56,10.22,479.2,53.3
2019-10-18 01:00,11.8,8.56,10.25,478.0,39.6
2019-10-18 02:00,11.7,8.55,10.16,477.0,35.5
2019-10-18 03:00,11.7,8.57,10.14,476.7,33.4
2019-10-18 04:00,11.7,8.56,10.13,476.5,51.5
2019-10-18 05:00,11.7,8.57,10.17,476.5,41.3
2019-10-18 06:00,11.7,8.57,10.19,476.1,27.0
2019-10-18 07:00,11.7,8.58,10.18,475.8,30.2
2019-10-18 08:00,11.7,8.58,10.15,475.0,36.1
2019-10-18 09:00,11.8,8.59,10.36,474.3,27.8
2019-10-18 10:00,11.8,8.59,10.39,473.7,37.0
2019-10-18 11:00,11.9,8.58,10.36,475.2,28.8
2019-10-18 12:00,12.0,8.58,10.24,474.1,44.6
2019-10-18 13:00,12.1,8.58,9.83,471.8,27.3
2019-10-18 14:00,12.2,8.58,9.56,470.9,37.7
2019-10-18 15:00,12.2,8.58,9.47,470.6,22.6
2019-10-18 16:00,12.3,8.58,9.46,470.8,31.7
2019-10-18 17:00,12.3,8.59,9.57,471.2,23.9
2019-10-18 18:00,12.2,8.59,9.88,471.9,23.7
2019-10-18 19:00,12.2,8.58,9.92,473.4,24.5
2019-10-18 20:00,12.2,8.58,9.90,475.2,91.1
2019-10-18 21:00,12.1,8.57,10.02,477.0,26.8
2019-10-18 22:00,12.0,8.57,10.15,478.8,27.8
2019-10-18 23:00,12.0,8.57,10.19,480.4,39.8
2019-10-19 00:00,11.9,8.58,10.15,480.1,78.3
2019-10-19 01:00,11.8,8.60,10.19,479.8,39.1
2019-10-19 02:00,11.8,8.57,10.22,478.8,37.7
2019-10-19 03:00,11.8,8.58,10.20,477.5,34.1
2019-10-19 04:00,11.8,8.58,10.18,476.4,64.5
2019-10-19 05:00,11.8,8.58,10.22,475.6,43.5
2019-10-19 06:00,11.8,8.58,10.21,475.2,40.6
2019-10-19 07:00,11.8,8.59,10.26,474.6,27.7
2019-10-19 08:00,11.8,8.58,10.22,473.5,61.0
2019-10-19 09:00,11.8,8.59,10.27,472.7,28.6
2019-10-19 10:00,11.8,8.58,10.39,471.6,82.7
2019-10-19 11:00,11.9,8.58,10.33,471.7,30.3
2019-10-19 12:00,12.0,8.58,10.32,470.5,47.8
2019-10-19 13:00,12.1,8.59,10.93,470.5,83.0
2019-10-19 14:00,12.2,8.59,10.25,470.6,35.8
2019-10-19 15:00,12.2,8.59,10.23,471.0,35.6
2019-10-19 16:00,12.2,8.59,10.18,471.4,52.9
2019-10-19 17:00,12.2,8.60,10.22,472.0,26.6
2019-10-19 18:00,12.2,8.59,10.20,472.0,34.7
2019-10-19 19:00,12.2,8.59,10.19,472.5,27.7
2019-10-19 20:00,12.2,8.59,10.18,472.6,82.0
2019-10-19 21:00,12.1,8.59,10.22,472.9,27.0
2019-10-19 22:00,12.1,8.59,10.24,473.0,32.5
2019-10-19 23:00,12.0,8.59,10.28,472.8,26.6
2019-10-20 00:00,12.0,8.59,10.29,472.9,49.0
2019-10-20 01:00,11.9,8.59,10.30,473.6,27.8
2019-10-20 02:00,11.9,8.59,10.34,474.5,32.5
2019-10-20 03:00,11.8,8.59,10.40,475.1,30.6
2019-10-20 04:00,11.8,8.59,10.35,475.1,75.0
2019-10-20 05:00,11.8,8.61,10.38,475.7,26.4
2019-10-20 06:00,11.8,8.60,10.40,476.2,31.2
2019-10-20 07:00,11.7,8.56,10.42,477.0,28.1
2019-10-20 08:00,11.7,8.60,10.33,478.4,57.0
2019-10-20 09:00,11.7,8.58,10.38,479.6,28.2
2019-10-20 10:00,11.8,8.58,10.38,480.9,35.1
2019-10-20 11:00,11.8,8.58,10.32,483.2,39.1
2019-10-20 12:00,11.9,8.56,10.18,484.0,82.8
2019-10-20 13:00,12.0,8.56,10.25,482.7,60.0
2019-10-20 14:00,12.1,8.57,10.26,480.7,35.2
2019-10-20 15:00,12.2,8.57,10.23,478.9,32.2
2019-10-20 16:00,12.2,8.57,10.21,477.5,43.4
2019-10-20 17:00,12.2,8.57,10.18,476.5,30.0
2019-10-20 18:00,12.2,8.57,10.14,476.3,33.6
2019-10-20 19:00,12.1,8.57,10.16,476.6,29.0
2019-10-20 20:00,12.1,8.56,10.15,476.3,64.4
2019-10-20 21:00,12.0,8.56,10.20,476.5,28.2
2019-10-20 22:00,12.0,8.56,10.18,476.1,26.5
2019-10-20 23:00,11.9,8.58,10.23,475.7,29.2
2019-10-21 00:00,11.8,8.56,10.22,475.6,30.2
2019-10-21 01:00,11.8,8.57,10.28,475.9,28.9
2019-10-21 02:00,11.7,8.56,10.29,476.1,31.5
2019-10-21 03:00,11.7,8.57,10.35,476.2,24.9
2019-10-21 04:00,11.7,8.55,10.30,476.4,64.1
2019-10-21 05:00,11.6,8.56,10.34,477.9,27.2
2019-10-21 06:00,11.6,8.56,10.33,479.6,30.4
2019-10-21 07:00,11.6,8.56,10.33,480.6,26.7
2019-10-21 08:00,11.6,8.56,10.32,481.7,42.9
2019-10-21 09:00,11.6,8.56,10.32,483.1,105.3
2019-10-21 10:00,11.7,8.54,10.34,484.5,30.8
2019-10-21 11:00,11.8,8.55,10.28,486.2,40.1
2019-10-21 12:00,11.8,8.55,10.25,485.4,50.2
2019-10-21 13:00,11.8,8.56,10.28,484.0,35.8
2019-10-21 14:00,11.8,8.56,10.24,481.5,60.3
2019-10-21 15:00,11.8,8.56,10.24,480.2,62.0
2019-10-21 16:00,11.8,8.56,10.18,479.4,66.9
2019-10-21 17:00,11.8,8.56,10.17,478.8,30.8
2019-10-21 18:00,11.8,8.56,10.12,478.1,35.3
2019-10-21 19:00,11.8,8.56,10.18,477.7,34.3
2019-10-21 20:00,11.8,8.56,10.16,477.1,31.7
2019-10-21 21:00,11.8,8.55,10.18,477.9,38.3
2019-10-21 22:00,11.8,8.56,10.20,477.3,36.5
2019-10-21 23:00,11.7,8.58,10.26,476.6,38.2
2019-10-22 00:00,11.7,8.57,10.24,475.9,42.4
2019-10-22 01:00,11.7,8.58,10.33,475.9,25.7
2019-10-22 02:00,11.6,8.58,10.33,475.8,55.8
2019-10-22 03:00,11.6,8.58,10.36,475.9,30.8
2019-10-22 04:00,11.7,8.58,10.30,476.4,34.9
2019-10-22 05:00,11.6,8.60,10.37,476.5,32.6
2019-10-22 06:00,11.6,8.58,10.35,476.5,29.5
2019-10-22 07:00,11.6,8.60,10.36,476.1,35.2
2019-10-22 08:00,11.6,8.60,10.31,475.6,49.3
2019-10-22 09:00,11.6,8.59,10.35,477.5,23.3
2019-10-22 10:00,11.7,8.59,10.45,475.8,30.0
